user_id,cart_value,items,time_of_day,user_history,offer_shown,reward
5589,3619.55,Nike Shoes|Sports Cap,afternoon,7,Free Shipping,0
5590,5534.99,Phone Case,morning,1,10% discount,1
5591,4506.45,Jeans,afternoon,4,Free Shipping,0
5592,15729.04,Jeans|Coffee Mug|Puma Sneakers,night,3,10% discount,0
5593,3029.88,Cushion,night,3,10% discount,0
5594,7185.41,Earbuds,morning,10,10% discount,0
5595,14174.1,Earbuds|T-Shirt,night,9,10% discount,1
5596,6337.31,Jacket,morning,4,10% discount,0
5597,16917.58,Phone Case|Puma Sneakers|Cushion,night,6,10% discount,1
5598,6310.09,Phone Case,morning,0,20% discount,1
5599,6321.92,Puma Sneakers,afternoon,10,Free Shipping,1
5600,9806.97,Jacket,afternoon,7,5% discount,0
5601,9554.66,Jeans|Earbuds|Cushion,afternoon,4,Free Shipping,0
5602,12450.19,Jacket|Wristband|Jacket,morning,6,10% discount,1
5603,1989.69,Sports Cap,night,2,Free Shipping,0
5604,10362.46,Cushion|Cushion|Coffee Mug,morning,4,10% discount,1
5605,16966.22,Sports Cap|Sports Cap|Cushion,morning,7,Free Shipping,1
5606,9818.04,Cushion,evening,1,5% discount,0
5607,12146.07,Phone Case|Backpack,afternoon,6,10% discount,0
5608,9822.44,Puma Sneakers|Backpack,evening,5,Free Shipping,0
5609,16694.65,Earbuds|Jacket,morning,3,20% discount,1
5610,6764.38,Puma Sneakers,evening,1,Free Shipping,0
5611,1275.51,Wristband,evening,1,10% discount,1
5612,7454.86,Adidas Running Shoes,night,3,5% discount,0
5613,1076.21,Phone Case,afternoon,4,20% discount,0
5614,2665.91,Earbuds,evening,10,Free Shipping,0
5615,14005.04,Nike Shoes|Coffee Mug,night,8,5% discount,0
5616,19415.64,Cushion|Backpack|Jeans,morning,2,Free Shipping,0
5617,17435.66,T-Shirt|Adidas Running Shoes|Sports Cap,evening,0,10% discount,0
5618,9066.58,Jeans|Sports Cap,afternoon,0,Free Shipping,1
5619,11246.08,Adidas Running Shoes|Cushion,evening,7,Free Shipping,1
5620,11673.25,Wristband|Earbuds,morning,0,20% discount,1
5621,8544.31,Phone Case,evening,5,10% discount,0
5622,11019.31,Phone Case|Backpack,afternoon,3,Free Shipping,0
5623,7210.37,T-Shirt,evening,5,5% discount,1
5624,2661.38,Earbuds,night,0,10% discount,0
5625,17851.09,Phone Case|Sports Cap,evening,5,20% discount,1
5626,4995.87,Nike Shoes,morning,5,20% discount,0
5627,7036.18,Jacket,afternoon,6,5% discount,0
5628,3265.2,Phone Case,morning,9,20% discount,1
5629,7218.71,Coffee Mug,night,0,5% discount,0
5630,13632.34,Cushion|Sports Cap,afternoon,10,20% discount,1
5631,9043.74,Cushion|Backpack,afternoon,7,20% discount,1
5632,3285.73,Jacket,night,7,5% discount,0
5633,2498.13,Phone Case,afternoon,0,Free Shipping,0
5634,2118.38,Coffee Mug,morning,0,5% discount,0
5635,1768.94,Wristband,afternoon,7,20% discount,0
5636,7776.49,Jacket,afternoon,9,5% discount,0
5637,7295.55,Wristband,afternoon,7,20% discount,0
5638,4276.83,Jacket,afternoon,8,Free Shipping,1
5639,7547.28,Phone Case,night,5,Free Shipping,1
5640,2468.68,Jeans,afternoon,1,10% discount,0
5641,1844.55,Sports Cap,morning,10,5% discount,0
5642,9731.98,Earbuds,night,1,Free Shipping,0
5643,7733.08,Puma Sneakers,evening,0,20% discount,1
5644,13055.06,Nike Shoes|Nike Shoes,morning,5,5% discount,0
5645,1188.66,Adidas Running Shoes,morning,5,5% discount,0
5646,2027.19,Wristband,afternoon,8,20% discount,0
5647,11590.91,Wristband|Jeans,morning,3,5% discount,0
5648,5456.76,T-Shirt,afternoon,4,10% discount,0
5649,6558.37,Phone Case,afternoon,10,20% discount,0
5650,6845.7,Earbuds,morning,3,10% discount,0
5651,5449.06,Earbuds,morning,6,10% discount,0
5652,14513.58,Earbuds|Jeans,evening,5,20% discount,1
5653,5838.05,Adidas Running Shoes,evening,9,20% discount,1
5654,14937.15,Jeans|Backpack|Wristband,morning,3,20% discount,0
5655,8793.99,T-Shirt,evening,5,10% discount,0
5656,5553.06,Cushion,night,2,20% discount,0
5657,9597.43,Earbuds,night,6,5% discount,0
5658,1486.14,Earbuds,evening,8,10% discount,0
5659,4216.41,Backpack,night,2,10% discount,1
5660,5554.36,Sports Cap|Earbuds,evening,3,20% discount,0
5661,7370.31,Backpack|Cushion,evening,9,10% discount,0
5662,2266.66,Sports Cap,morning,9,5% discount,0
5663,3427.98,Coffee Mug,afternoon,3,5% discount,0
5664,3409.97,Cushion,evening,0,20% discount,0
5665,1837.4,Phone Case,morning,7,5% discount,0
5666,17576.73,Nike Shoes|Earbuds|Earbuds,evening,3,20% discount,1
5667,13356.01,Puma Sneakers|Sports Cap,evening,1,20% discount,0
5668,8238.33,Wristband,morning,5,Free Shipping,1
5669,1436.2,Jeans,afternoon,4,20% discount,0
5670,7844.35,Coffee Mug,night,10,5% discount,0
5671,1198.36,Earbuds,evening,10,Free Shipping,0
5672,18010.08,Backpack|Backpack|Phone Case,afternoon,2,10% discount,1
5673,2233.67,Phone Case,afternoon,7,Free Shipping,0
5674,7835.55,Coffee Mug,morning,1,20% discount,1
5675,22012.82,Earbuds|Earbuds|Jeans,evening,6,10% discount,1
5676,9201.53,Earbuds|Sports Cap,afternoon,1,10% discount,0
5677,6127.29,Nike Shoes,morning,10,5% discount,0
5678,3137.48,Coffee Mug|Coffee Mug,evening,6,Free Shipping,0
5679,1032.08,Coffee Mug,afternoon,3,10% discount,0
5680,13448.16,Coffee Mug|Backpack,afternoon,7,Free Shipping,0
5681,3065.62,Jacket,morning,2,Free Shipping,0
5682,12017.49,Jacket|Coffee Mug,night,6,20% discount,1
5683,15183.75,Jacket|Phone Case|Earbuds,afternoon,8,10% discount,1
5684,3889.5,Jacket,evening,1,20% discount,0
5685,18592.03,Coffee Mug|Wristband|Sports Cap,night,10,20% discount,1
5686,6707.15,Phone Case|Coffee Mug,evening,10,Free Shipping,1
5687,1217.97,Coffee Mug,evening,6,10% discount,0
5688,13616.11,Earbuds|Earbuds|T-Shirt,afternoon,4,10% discount,1
5689,2865.89,T-Shirt,morning,5,Free Shipping,0
5690,12023.8,T-Shirt|Coffee Mug,night,0,20% discount,0
5691,8108.57,Earbuds,evening,0,10% discount,0
5692,1940.97,Phone Case,afternoon,10,Free Shipping,0
5693,14124.54,Jeans|Coffee Mug,night,10,20% discount,1
5694,2660.72,Earbuds,night,0,20% discount,0
5695,9720.29,Jacket|Coffee Mug,night,7,10% discount,1
5696,7612.31,Adidas Running Shoes,night,0,Free Shipping,0
5697,6574.01,Wristband|Coffee Mug,evening,0,Free Shipping,1
5698,9851.28,Wristband,night,7,Free Shipping,0
5699,11004.0,Earbuds|Nike Shoes,evening,4,5% discount,0
5700,8627.07,T-Shirt|Jacket,afternoon,8,Free Shipping,0
5701,4407.09,Nike Shoes,morning,6,5% discount,0
5702,3882.09,Cushion,night,9,10% discount,0
5703,19933.59,Sports Cap|Backpack|Sports Cap,evening,2,Free Shipping,0
5704,8453.76,Cushion|Earbuds,evening,2,10% discount,0
5705,10980.71,Coffee Mug|Jeans,night,1,Free Shipping,0
5706,1462.15,T-Shirt,morning,9,10% discount,0
5707,3023.81,Puma Sneakers,night,6,10% discount,0
5708,1443.18,Cushion,evening,5,5% discount,0
5709,9098.63,Nike Shoes|Earbuds,morning,8,Free Shipping,0
5710,20378.76,Adidas Running Shoes|Phone Case|Coffee Mug,afternoon,6,5% discount,0
5711,12824.49,Backpack|Puma Sneakers,morning,8,10% discount,0
5712,7926.41,Phone Case,evening,5,Free Shipping,1
5713,5935.99,Nike Shoes,night,10,Free Shipping,1
5714,2230.9,Phone Case,morning,10,20% discount,0
5715,1880.11,Phone Case,morning,5,Free Shipping,0
5716,7362.57,Jeans,night,9,5% discount,0
5717,18800.41,Earbuds|Cushion,evening,3,10% discount,0
5718,7422.78,Sports Cap,night,5,5% discount,0
5719,2553.98,Sports Cap,night,0,5% discount,0
5720,3071.32,Coffee Mug,morning,4,Free Shipping,0
5721,10807.51,Nike Shoes|Coffee Mug,evening,2,10% discount,0
5722,3359.66,Earbuds,morning,6,Free Shipping,0
5723,9531.56,Backpack,morning,3,Free Shipping,0
5724,4883.7,Nike Shoes|Cushion,evening,0,Free Shipping,0
5725,1036.9,T-Shirt,night,3,20% discount,0
5726,13662.15,Backpack|Earbuds,night,8,5% discount,0
5727,13579.9,Coffee Mug|Nike Shoes,morning,2,Free Shipping,0
5728,1069.39,Cushion,afternoon,3,5% discount,0
5729,3651.71,Cushion,morning,4,10% discount,0
5730,12896.25,Earbuds|Sports Cap,night,0,20% discount,1
5731,4555.57,Backpack,afternoon,3,5% discount,1
5732,4820.93,Earbuds,evening,8,Free Shipping,0
5733,5241.83,Wristband,night,6,20% discount,1
5734,9248.65,T-Shirt|Sports Cap,night,2,Free Shipping,1
5735,10812.49,T-Shirt|Phone Case,night,8,10% discount,0
5736,5242.22,Nike Shoes,morning,6,10% discount,1
5737,3536.56,Phone Case,evening,6,Free Shipping,0
5738,10301.97,Phone Case|Cushion,night,9,10% discount,1
5739,7966.32,Phone Case,night,4,5% discount,0
5740,1192.22,Wristband,evening,3,Free Shipping,0
5741,9288.44,Jacket,evening,9,5% discount,0
5742,6666.66,Phone Case,afternoon,2,10% discount,0
5743,12512.24,Phone Case|Coffee Mug,night,8,5% discount,1
5744,11503.29,Backpack|Jacket,night,5,10% discount,1
5745,13989.95,T-Shirt|Coffee Mug,afternoon,7,20% discount,0
5746,8347.97,Wristband,afternoon,3,10% discount,0
5747,19362.36,T-Shirt|Jacket|Sports Cap,morning,6,5% discount,0
5748,8710.19,Earbuds,evening,8,5% discount,0
5749,8190.21,Nike Shoes|Earbuds,morning,1,5% discount,0
5750,11194.8,Jacket|Earbuds,afternoon,10,20% discount,0
5751,20918.55,Backpack|T-Shirt|Earbuds,evening,2,Free Shipping,1
5752,9652.66,Coffee Mug,evening,10,20% discount,1
5753,18335.12,Nike Shoes|Jeans|Coffee Mug,night,5,10% discount,1
5754,9843.8,Nike Shoes|Earbuds,evening,4,20% discount,0
5755,16662.61,Coffee Mug|Backpack,night,3,5% discount,0
5756,4982.28,Nike Shoes,night,10,5% discount,1
5757,19494.68,Phone Case|Backpack|Adidas Running Shoes,afternoon,0,5% discount,0
5758,7081.24,Sports Cap,afternoon,1,20% discount,0
5759,4251.79,Cushion,morning,8,Free Shipping,1
5760,3975.76,Coffee Mug,night,5,Free Shipping,1
5761,8844.84,Jeans,evening,5,20% discount,1
5762,6465.37,Phone Case,evening,10,5% discount,0
5763,7761.63,Cushion,night,2,Free Shipping,0
5764,9241.41,Puma Sneakers|Sports Cap,night,5,10% discount,1
5765,4641.74,Wristband,morning,0,Free Shipping,0
5766,9263.28,Puma Sneakers,morning,5,5% discount,0
5767,6393.81,Earbuds,afternoon,8,5% discount,0
5768,8698.9,Coffee Mug,morning,1,20% discount,1
5769,1617.68,Cushion,night,10,20% discount,0
5770,3557.39,Wristband,morning,1,5% discount,0
5771,4518.44,Adidas Running Shoes,morning,5,10% discount,0
5772,1186.89,Coffee Mug,afternoon,7,Free Shipping,0
5773,16756.19,Cushion|T-Shirt|Coffee Mug,afternoon,4,5% discount,0
5774,19555.79,Nike Shoes|Backpack|Phone Case,evening,0,5% discount,0
5775,14636.12,Nike Shoes|Earbuds|Nike Shoes,night,0,5% discount,0
5776,19557.09,Puma Sneakers|Earbuds|Phone Case,evening,10,Free Shipping,0
5777,18656.56,Cushion|Nike Shoes,morning,0,20% discount,0
5778,5652.82,Backpack,afternoon,8,5% discount,1
5779,9508.06,Phone Case|Earbuds,afternoon,3,20% discount,1
5780,6916.29,Jacket,evening,3,Free Shipping,0
5781,2032.45,Sports Cap,morning,5,20% discount,0
5782,8161.16,Adidas Running Shoes|Sports Cap,night,7,5% discount,0
5783,7393.8,Earbuds,afternoon,5,5% discount,1
5784,16770.87,Coffee Mug|Earbuds,night,3,10% discount,0
5785,7867.88,Jacket|Phone Case,evening,4,Free Shipping,1
5786,3498.13,Adidas Running Shoes|Jacket,evening,5,10% discount,0
5787,15951.93,Phone Case|Earbuds,evening,9,20% discount,1
5788,1541.58,Sports Cap,night,8,10% discount,0
5789,13597.63,Cushion|Sports Cap,evening,0,10% discount,0
5790,8910.88,Phone Case,night,5,10% discount,0
5791,5361.53,Earbuds|T-Shirt,night,0,10% discount,1
5792,6960.61,Cushion,morning,0,5% discount,0
5793,2541.0,Nike Shoes,night,3,10% discount,0
5794,9780.47,Wristband,night,9,10% discount,1
5795,13823.76,Cushion|Phone Case|Nike Shoes,afternoon,8,10% discount,0
5796,5489.71,Wristband,night,8,10% discount,0
5797,15640.91,Puma Sneakers|Nike Shoes,afternoon,4,10% discount,0
5798,8327.27,T-Shirt|Coffee Mug|Sports Cap,afternoon,7,10% discount,1
5799,6748.18,Earbuds|Backpack,morning,5,5% discount,0
5800,1054.05,Phone Case,night,10,20% discount,0
5801,9108.43,Adidas Running Shoes|Sports Cap,night,9,20% discount,0
5802,5204.2,Sports Cap,morning,9,Free Shipping,0
5803,14908.47,Earbuds|Phone Case,morning,1,10% discount,0
5804,4871.08,Coffee Mug|Coffee Mug,afternoon,4,Free Shipping,0
5805,4681.81,Cushion,afternoon,0,Free Shipping,0
5806,2411.2,Nike Shoes,afternoon,9,20% discount,1
5807,4988.46,Phone Case,night,10,Free Shipping,1
5808,14076.26,Coffee Mug|Phone Case,evening,10,10% discount,1
5809,11462.05,Cushion|Jeans,evening,9,5% discount,0
5810,9777.65,Jacket|Coffee Mug,night,3,20% discount,1
5811,5513.92,Phone Case,night,2,Free Shipping,0
5812,3680.11,Earbuds,morning,10,Free Shipping,0
5813,7185.6,Sports Cap,night,9,20% discount,1
5814,2438.45,Puma Sneakers,evening,10,Free Shipping,0
5815,9219.75,Coffee Mug,night,3,Free Shipping,0
5816,2071.83,Earbuds,morning,2,20% discount,1
5817,6731.47,Jeans,afternoon,6,10% discount,1
5818,9375.12,Nike Shoes,evening,8,5% discount,0
5819,2889.01,Earbuds,night,2,5% discount,0
5820,9018.25,Puma Sneakers,afternoon,10,20% discount,1
5821,6584.09,T-Shirt|Adidas Running Shoes,afternoon,4,5% discount,0
5822,4745.83,Cushion|Sports Cap,morning,9,10% discount,0
5823,5615.02,Puma Sneakers,evening,7,5% discount,1
5824,2395.34,Wristband,afternoon,4,10% discount,0
5825,8228.34,Cushion,morning,5,Free Shipping,1
5826,6092.57,Backpack,evening,10,5% discount,0
5827,13230.63,Backpack|Phone Case,morning,10,20% discount,1
5828,4259.41,Phone Case,afternoon,10,5% discount,1
5829,3740.91,Puma Sneakers,evening,4,5% discount,1
5830,15438.89,Coffee Mug|Jeans,afternoon,2,10% discount,0
5831,5517.69,Puma Sneakers,morning,4,5% discount,0
5832,8195.66,Jeans,morning,6,10% discount,0
5833,4006.68,Puma Sneakers,evening,8,10% discount,1
5834,7867.76,Backpack|Puma Sneakers,evening,5,10% discount,0
5835,13850.91,Jacket|Earbuds,morning,7,10% discount,0
5836,17385.1,Jeans|Adidas Running Shoes,morning,2,5% discount,0
5837,16868.1,Puma Sneakers|Wristband,afternoon,4,5% discount,0
5838,4119.62,Jeans,morning,2,10% discount,1
5839,8095.76,Wristband,afternoon,10,Free Shipping,1
5840,13332.85,Coffee Mug|Backpack,evening,2,Free Shipping,0
5841,6749.36,Phone Case,evening,4,20% discount,0
5842,5955.72,Coffee Mug,evening,5,Free Shipping,0
5843,11522.57,Earbuds|Jacket,afternoon,9,Free Shipping,1
5844,3632.18,Phone Case,afternoon,5,5% discount,0
5845,7883.1,Nike Shoes,afternoon,2,20% discount,0
5846,7209.98,Sports Cap,evening,7,Free Shipping,0
5847,8866.3,T-Shirt,night,6,10% discount,0
5848,3746.74,Puma Sneakers,night,9,5% discount,0
5849,5989.38,Phone Case,evening,7,10% discount,0
5850,13021.52,Coffee Mug|Jeans,night,5,Free Shipping,0
5851,3366.49,Nike Shoes,night,9,20% discount,0
5852,1294.31,T-Shirt,morning,5,10% discount,0
5853,7257.5,T-Shirt,evening,0,Free Shipping,0
5854,18881.15,Jacket|Phone Case,afternoon,0,10% discount,0
5855,14624.39,Cushion|Jacket,evening,9,Free Shipping,0
5856,1085.01,Earbuds,afternoon,6,10% discount,0
5857,2605.94,Wristband,night,8,20% discount,1
5858,5908.97,Earbuds,evening,8,Free Shipping,1
5859,7847.39,T-Shirt|Coffee Mug,night,1,5% discount,0
5860,6176.87,T-Shirt,afternoon,2,Free Shipping,0
5861,8950.39,Coffee Mug,morning,0,5% discount,0
5862,6265.86,Jeans,night,8,Free Shipping,0
5863,21980.9,Cushion|Phone Case|Adidas Running Shoes,night,8,20% discount,0
5864,3434.22,Cushion|Phone Case,night,9,20% discount,0
5865,3227.24,T-Shirt,evening,5,5% discount,0
5866,2518.88,Sports Cap,evening,9,10% discount,0
5867,9628.81,Earbuds,morning,8,10% discount,0
5868,6311.16,Wristband|Adidas Running Shoes|T-Shirt,afternoon,6,5% discount,0
5869,2263.53,Phone Case,afternoon,10,Free Shipping,0
5870,16810.54,Cushion|Backpack|Phone Case,afternoon,7,20% discount,1
5871,3235.22,Nike Shoes,afternoon,6,5% discount,1
5872,8948.82,Phone Case,afternoon,2,10% discount,1
5873,3686.35,Nike Shoes,night,2,20% discount,1
5874,5065.54,Adidas Running Shoes,night,4,10% discount,1
5875,9449.5,Jeans|Phone Case,evening,5,10% discount,0
5876,14179.05,Coffee Mug|Coffee Mug,evening,8,5% discount,0
5877,3445.03,Wristband|Cushion,morning,3,10% discount,0
5878,7082.72,Coffee Mug,morning,10,5% discount,0
5879,6654.19,Wristband|Phone Case,afternoon,8,20% discount,1
5880,1345.1,Cushion,evening,7,Free Shipping,0
5881,3882.24,Coffee Mug,morning,1,20% discount,0
5882,8613.18,Phone Case,afternoon,8,5% discount,0
5883,3001.61,Phone Case,night,9,5% discount,0
5884,6853.1,Cushion,morning,5,20% discount,1
5885,4707.7,Backpack,afternoon,0,5% discount,0
5886,12359.3,Phone Case|Puma Sneakers,afternoon,1,Free Shipping,1
5887,12785.03,Jeans|Jacket,afternoon,2,20% discount,1
5888,8313.09,Phone Case,morning,1,Free Shipping,0
5889,3170.0,Nike Shoes,evening,0,5% discount,0
5890,11028.6,Phone Case|Wristband|Nike Shoes,night,6,Free Shipping,0
5891,5852.16,Jeans,afternoon,7,20% discount,0
5892,6815.64,Jacket,night,1,10% discount,1
5893,12620.79,Adidas Running Shoes|Jacket,morning,3,5% discount,1
5894,8787.55,Earbuds,morning,10,5% discount,0
5895,13545.75,Jacket|Phone Case,night,2,5% discount,0
5896,2437.6,Phone Case,night,6,5% discount,1
5897,11864.03,Coffee Mug|Jeans,evening,6,5% discount,0
5898,10721.56,Adidas Running Shoes|Jacket,evening,9,5% discount,0
5899,4525.42,Earbuds,night,7,20% discount,1
5900,3324.2,Coffee Mug,evening,10,20% discount,0
5901,9813.78,Cushion,night,2,5% discount,1
5902,7930.26,Coffee Mug,evening,2,5% discount,0
5903,6486.35,Coffee Mug|Cushion,morning,5,Free Shipping,0
5904,1540.65,Cushion,morning,10,5% discount,0
5905,14260.25,Backpack|Wristband|Adidas Running Shoes,afternoon,4,20% discount,0
5906,8650.03,Sports Cap,morning,8,20% discount,1
5907,16345.04,Cushion|Sports Cap,afternoon,4,10% discount,0
5908,9776.12,T-Shirt,evening,0,20% discount,1
5909,3415.32,Nike Shoes,night,8,20% discount,1
5910,2917.26,Coffee Mug,night,4,Free Shipping,0
5911,6390.36,Jeans,evening,5,20% discount,0
5912,6044.6,Earbuds,night,0,5% discount,0
5913,11433.36,Coffee Mug|Nike Shoes,evening,4,5% discount,0
5914,6311.83,Jeans,afternoon,0,20% discount,1
5915,1968.04,Adidas Running Shoes,afternoon,3,20% discount,1
5916,4224.31,Phone Case,morning,8,5% discount,0
5917,9571.36,Coffee Mug|Jeans,morning,1,10% discount,1
5918,2296.06,Puma Sneakers,morning,10,10% discount,1
5919,13823.98,Adidas Running Shoes|Puma Sneakers|Coffee Mug,afternoon,1,5% discount,0
5920,6762.86,Phone Case,night,2,Free Shipping,0
5921,12764.32,Jacket|Jacket|Backpack,night,3,Free Shipping,0
5922,9287.91,Nike Shoes,morning,10,Free Shipping,1
5923,5731.52,Nike Shoes|Wristband,morning,6,20% discount,1
5924,7705.07,T-Shirt,morning,10,Free Shipping,0
5925,2222.83,Coffee Mug|Coffee Mug,morning,6,Free Shipping,0
5926,9400.94,Sports Cap,afternoon,8,Free Shipping,1
5927,5655.97,Earbuds|Phone Case,morning,4,20% discount,0
5928,9643.0,Sports Cap,evening,5,10% discount,1
5929,2637.85,Puma Sneakers,night,1,5% discount,0
5930,8357.41,T-Shirt,afternoon,8,5% discount,1
5931,9256.01,Jeans|Nike Shoes,morning,6,10% discount,1
5932,12684.39,Sports Cap|Sports Cap,evening,9,5% discount,0
5933,5935.24,Earbuds,morning,1,5% discount,1
5934,12217.33,Adidas Running Shoes|Jacket,morning,2,5% discount,1
5935,2580.62,Adidas Running Shoes,afternoon,0,5% discount,1
5936,7733.54,Earbuds,evening,3,20% discount,0
5937,9506.02,Cushion,afternoon,3,5% discount,1
5938,6982.16,Earbuds|Nike Shoes,afternoon,7,Free Shipping,0
5939,6064.41,Coffee Mug,afternoon,7,5% discount,0
5940,5465.94,Backpack,night,3,20% discount,1
5941,9121.64,Sports Cap,afternoon,10,10% discount,0
5942,9481.31,Jeans|Coffee Mug,afternoon,7,10% discount,0
5943,6481.63,Jacket,afternoon,8,Free Shipping,1
5944,12680.8,Wristband|Phone Case,evening,1,5% discount,0
5945,5776.91,Puma Sneakers,night,9,Free Shipping,1
5946,17704.67,T-Shirt|Jeans|Jacket,morning,5,5% discount,0
5947,12311.74,Cushion|Puma Sneakers,evening,0,5% discount,0
5948,4697.76,Backpack,evening,7,Free Shipping,0
5949,12829.18,Adidas Running Shoes|Sports Cap,night,9,Free Shipping,0
5950,5138.86,Phone Case,morning,1,Free Shipping,0
5951,4084.03,T-Shirt,evening,3,20% discount,0
5952,9030.97,Jeans,morning,3,Free Shipping,1
5953,3340.38,Jeans,morning,5,10% discount,0
5954,1720.69,Puma Sneakers,evening,0,5% discount,0
5955,1959.88,Earbuds,evening,4,10% discount,1
5956,4114.29,T-Shirt|Coffee Mug,afternoon,6,20% discount,1
5957,8548.33,Cushion|Phone Case,afternoon,3,5% discount,0
5958,5921.12,Cushion,afternoon,9,20% discount,0
5959,14955.2,Cushion|Nike Shoes,morning,6,Free Shipping,0
5960,6162.7,Puma Sneakers,morning,1,Free Shipping,0
5961,16389.02,Cushion|Coffee Mug|Nike Shoes,morning,4,10% discount,0
5962,7979.1,Jeans,night,0,Free Shipping,1
5963,1960.85,Coffee Mug,evening,4,5% discount,0
5964,8081.34,Earbuds|T-Shirt,afternoon,9,Free Shipping,1
5965,1289.6,Phone Case,afternoon,5,20% discount,0
5966,7495.16,T-Shirt,afternoon,10,Free Shipping,0
5967,2840.4,Cushion,afternoon,1,5% discount,0
5968,5895.01,Backpack,morning,1,Free Shipping,0
5969,9600.72,Coffee Mug|Jeans,evening,2,10% discount,1
5970,5743.25,Coffee Mug,evening,1,10% discount,0
5971,16628.11,Phone Case|Phone Case|Backpack,night,4,5% discount,0
5972,6277.4,Phone Case,evening,9,20% discount,1
5973,16452.26,Nike Shoes|Jeans|Adidas Running Shoes,night,8,10% discount,0
5974,1554.98,Puma Sneakers,afternoon,9,5% discount,0
5975,1613.64,Sports Cap,evening,3,10% discount,1
5976,1386.53,Nike Shoes,afternoon,5,20% discount,1
5977,3378.95,Backpack,afternoon,0,5% discount,0
5978,4724.55,Earbuds,afternoon,0,Free Shipping,0
5979,8387.23,Cushion|T-Shirt,morning,2,Free Shipping,0
5980,9823.07,Puma Sneakers,evening,2,10% discount,1
5981,19651.74,Puma Sneakers|Puma Sneakers|Adidas Running Shoes,afternoon,1,10% discount,0
5982,8891.48,Cushion,afternoon,2,10% discount,1
5983,17321.54,Cushion|Earbuds|Sports Cap,night,4,Free Shipping,0
5984,4795.64,Earbuds,night,5,20% discount,0
5985,3197.01,T-Shirt,afternoon,3,10% discount,1
5986,6699.45,T-Shirt|Nike Shoes,evening,3,20% discount,0
5987,1770.16,Cushion,night,9,Free Shipping,1
5988,24885.13,Coffee Mug|Adidas Running Shoes|Nike Shoes,evening,6,Free Shipping,1
5989,10076.34,Backpack|T-Shirt,evening,2,Free Shipping,0
5990,15914.71,Sports Cap|Cushion,evening,4,5% discount,0
5991,8966.69,Sports Cap,morning,3,Free Shipping,0
5992,1145.22,Jacket,afternoon,0,5% discount,0
5993,4984.79,Phone Case,afternoon,5,10% discount,1
5994,10144.11,Sports Cap|Phone Case,night,9,20% discount,0
5995,13339.31,Phone Case|Coffee Mug,evening,7,5% discount,0
5996,5198.08,Sports Cap,evening,8,10% discount,1
5997,6479.42,Puma Sneakers|Sports Cap,night,2,Free Shipping,0
5998,11912.78,Earbuds|Sports Cap,afternoon,3,5% discount,1
5999,10733.44,Phone Case|Cushion|Cushion,morning,9,5% discount,0
6000,16555.91,Jacket|Phone Case|T-Shirt,night,4,10% discount,0
6001,8177.29,T-Shirt,evening,5,10% discount,0
6002,9517.14,Sports Cap,afternoon,3,10% discount,1
6003,7300.9,Backpack,afternoon,8,10% discount,1
6004,13679.7,Jeans|Jacket,night,6,20% discount,1
6005,6037.37,Earbuds,evening,7,5% discount,0
6006,13649.01,Puma Sneakers|Cushion,afternoon,7,20% discount,0
6007,7015.83,Earbuds,evening,2,10% discount,0
6008,11355.08,Backpack|Sports Cap,morning,5,5% discount,0
6009,8082.03,Coffee Mug,afternoon,2,Free Shipping,0
6010,3313.01,Jeans,night,0,20% discount,1
6011,8805.02,Wristband|Phone Case,night,9,Free Shipping,0
6012,3814.85,Adidas Running Shoes,morning,10,Free Shipping,0
6013,25400.28,Phone Case|Phone Case|Nike Shoes,morning,8,20% discount,1
6014,8354.82,Earbuds,night,7,Free Shipping,0
6015,18226.11,Wristband|Sports Cap|Phone Case,night,9,Free Shipping,0
6016,9779.69,Wristband|Cushion,night,9,10% discount,1
6017,7488.66,Earbuds,night,10,20% discount,0
6018,3027.68,T-Shirt,night,5,20% discount,1
6019,1411.86,Puma Sneakers,afternoon,1,Free Shipping,0
6020,8207.76,Adidas Running Shoes,evening,8,10% discount,0
6021,8122.91,Phone Case,night,2,20% discount,1
6022,11852.83,Cushion|Phone Case,night,6,10% discount,0
6023,14451.49,Cushion|Wristband,morning,5,10% discount,0
6024,1120.83,Sports Cap,morning,2,20% discount,1
6025,6826.31,Puma Sneakers,afternoon,1,Free Shipping,1
6026,1379.88,Nike Shoes,morning,8,Free Shipping,0
6027,3405.1,Sports Cap,afternoon,6,5% discount,0
6028,7821.04,Puma Sneakers,evening,0,10% discount,0
6029,4810.55,Adidas Running Shoes,night,5,Free Shipping,0
6030,8586.88,Cushion|Puma Sneakers,evening,8,10% discount,1
6031,4209.34,Earbuds,evening,5,Free Shipping,0
6032,5362.55,Puma Sneakers,morning,9,Free Shipping,1
6033,13916.08,Jacket|Puma Sneakers,night,3,10% discount,0
6034,15078.67,Earbuds|Earbuds,morning,3,Free Shipping,0
6035,7760.75,T-Shirt|Nike Shoes,night,6,Free Shipping,0
6036,5870.69,Sports Cap,afternoon,5,20% discount,1
6037,7114.04,Coffee Mug,morning,2,10% discount,0
6038,8024.82,Sports Cap,afternoon,7,5% discount,1
6039,7243.19,Backpack,morning,2,5% discount,0
6040,2514.85,Nike Shoes,morning,0,10% discount,1
6041,1693.8,Coffee Mug,night,5,20% discount,0
6042,15810.72,Adidas Running Shoes|Cushion|Puma Sneakers,evening,6,Free Shipping,0
6043,7764.03,Backpack,evening,0,Free Shipping,0
